순번,대분류,상품명,대여횟수,제조사,구성품,장난감나라 위치
1408,"조작,탐색",터치앤고 레이서 레드 트럭,62,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
1410,"조작,탐색",터치앤고 레이서 레드 트럭,64,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
1411,블록,맥포머스 레이싱세트(39pcs),64,맥포머스,총39개,"서울특별시 용산구 백범로 329, 1층"
1412,블록,맥포머스 레이싱세트(39pcs),69,맥포머스,총39개,"서울특별시 용산구 백범로 329, 1층"
1413,블록,맥포머스 매쓰42(42P),41,맥포머스,"총42개-삼각형20개, 사각형6개, 오각형12개, 육각형4개","서울특별시 용산구 백범로 329, 1층"
1414,블록,맥포머스 매쓰42(42P),45,맥포머스,"총42개-삼각형20개, 사각형6개, 오각형12개, 육각형4개","서울특별시 용산구 백범로 329, 1층"
1415,블록,맥포머스 중장비 세트 컨스트럭션(37PCS),57,맥포머스,"총37개-삼각형6개, 사각형12개, 마름모4개, 직사각형2개, 바퀴2개, 피규어, 사이렌, 중장비마름모2개, 중장비팔2개, 실린더, 경첩, 사다리꼴3개","서울특별시 용산구 백범로 329, 1층"
1416,블록,맥포머스 중장비 세트 컨스트럭션(37PCS),62,맥포머스,"총37개-삼각형6개, 사각형12개, 마름모4개, 직사각형2개, 바퀴2개, 피규어, 사이렌, 중장비마름모2개, 중장비팔2개, 실린더, 경첩, 사다리꼴3개","서울특별시 용산구 백범로 329, 1층"
1418,블록,어메이징 컨스트럭션 세트(50p),69,맥포머스,"총50개-삼각형4개, 사각형14개, 직사각형3개, 이등변삼각형2개, 액세서리27개","서울특별시 용산구 백범로 329, 1층"
1419,블록,어메이징 컨스트럭션 세트(50p),73,맥포머스,"총50개-삼각형4개, 사각형14개, 직사각형3개, 이등변삼각형2개, 액세서리27개","서울특별시 용산구 백범로 329, 1층"
1420,역할놀이,3단케익자르기,21,멜리사앤더그,"총20개-1단/2단 케익 조각 8개, 3단 케익 조각, 케익 주걱, 테코 소품 8개, 촛불, 트레이","서울특별시 용산구 백범로 329, 1층"
1421,역할놀이,3단케익자르기,26,멜리사앤더그,"총20개-1단/2단 케익 조각 8개, 3단 케익 조각, 케익 주걱, 테코 소품 8개, 촛불, 트레이","서울특별시 용산구 백범로 329, 1층"
1422,역할놀이,3단케익자르기,25,멜리사앤더그,"총20개-1단/2단 케익 조각 8개, 3단 케익 조각, 케익 주걱, 테코 소품 8개, 촛불, 트레이","서울특별시 용산구 백범로 329, 1층"
1423,"조작,탐색",곤충자석퍼즐,37,멜리사앤더그,"총12개-게임판, 곤충모형 10개, 자석달린 채집망","서울특별시 용산구 백범로 329, 1층"
1424,"조작,탐색",곤충자석퍼즐,24,멜리사앤더그,"총12개-게임판, 곤충모형 10개, 자석달린 채집망","서울특별시 용산구 백범로 329, 1층"
1425,"조작,탐색",곤충자석퍼즐,35,멜리사앤더그,"총12개-게임판, 곤충모형 10개, 자석달린 채집망","서울특별시 용산구 백범로 329, 1층"
1426,역할놀이,과일자르기,27,멜리사앤더그,"총9개-과일7종, 바구니, 칼","서울특별시 용산구 백범로 329, 1층"
1428,역할놀이,과일자르기,53,멜리사앤더그,"총9개-과일7종, 바구니, 칼","서울특별시 용산구 백범로 329, 1층"
1429,역할놀이,아이스크림만들기,58,멜리사앤더그,"총9개-본체, 구성물8개","서울특별시 용산구 백범로 329, 1층"
1430,역할놀이,아이스크림만들기,58,멜리사앤더그,"총9개-본체, 구성물8개","서울특별시 용산구 백범로 329, 1층"
1431,역할놀이,아이스크림만들기,55,멜리사앤더그,"총9개-본체, 구성물8개","서울특별시 용산구 백범로 329, 1층"
1432,"조작,탐색",애벌레손전등,17,멜리사앤더그,본체1개,"서울특별시 용산구 백범로 329, 1층"
1434,"조작,탐색",애벌레손전등,13,멜리사앤더그,본체1개,"서울특별시 용산구 백범로 329, 1층"
1435,음률,노래하는핑크퐁피아노,81,미미월드,"총8개-피아노, 심벌즈2개, 케이블, 헤드셋마이크, 의자, 드럼스틱2개","서울특별시 용산구 백범로 329, 1층"
1436,음률,노래하는핑크퐁피아노,82,미미월드,"총8개-피아노, 심벌즈2개, 케이블, 헤드셋마이크, 의자, 드럼스틱2개","서울특별시 용산구 백범로 329, 1층"
1438,언어,뽀로로 컴퓨터,75,미미월드,"총2개-컴퓨터, 마우스","서울특별시 용산구 백범로 329, 1층"
1440,음률,뽀로로기타,70,미미월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
1441,음률,뽀로로기타,75,미미월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
1444,역할놀이,헬로키티 클래식 티타임,22,바니랜드,"총10개-주전자, 접시4개, 찾잔4개., 쟁반","서울특별시 용산구 백범로 329, 1층"
1445,역할놀이,헬로키티 클래식 티타임,22,바니랜드,"총10개-주전자, 접시4개, 찾잔4개., 쟁반","서울특별시 용산구 백범로 329, 1층"
1446,역할놀이,헬로키티 클래식 티타임,24,바니랜드,"총10개-주전자, 접시4개, 찾잔4개., 쟁반","서울특별시 용산구 백범로 329, 1층"
1447,"조작,탐색",라운딩크레인,40,밧핫,"총2개-본체, 인형","서울특별시 용산구 백범로 329, 1층"
1448,"조작,탐색",라운딩크레인,45,밧핫,"총2개-본체, 인형","서울특별시 용산구 백범로 329, 1층"
1449,역할놀이,데코레이션생일케이크,31,브레인숲,"총9개-케이크조각6개, 접시2개, 나이프","서울특별시 용산구 백범로 329, 1층"
1451,역할놀이,데코레이션생일케이크,28,브레인숲,"총9개-케이크조각6개, 접시2개, 나이프","서울특별시 용산구 백범로 329, 1층"
1452,역할놀이,러블리푸드 채소8종,15,브레인숲,"총8개-가지, 토마토, 당근, 고추, 옥수수, 양파, 버섯, 파","서울특별시 용산구 백범로 329, 1층"
1453,역할놀이,러블리푸드 채소8종,14,브레인숲,"총8개-가지, 토마토, 당근, 고추, 옥수수, 양파, 버섯, 파","서울특별시 용산구 백범로 329, 1층"
1454,역할놀이,러블리푸드 채소8종,16,브레인숲,"총8개-가지, 토마토, 당근, 고추, 옥수수, 양파, 버섯, 파","서울특별시 용산구 백범로 329, 1층"
1455,역할놀이,초코케익세트,45,브알라토이,총19개-케,"서울특별시 용산구 백범로 329, 1층"
1456,역할놀이,초코케익세트,35,브알라토이,총19개-케,"서울특별시 용산구 백범로 329, 1층"
1457,역할놀이,초코케익세트,45,브알라토이,총19개-케,"서울특별시 용산구 백범로 329, 1층"
1458,음률,노래하는스마트마이크,33,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
1459,음률,노래하는스마트마이크,46,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
1467,신체,손잡이꼬마자동차(청색),49,스텝2,본체1개,"서울특별시 용산구 백범로 329, 1층"
1468,"조작,탐색",감각놀이 얼룩소,23,비키즈,본체1개,"서울특별시 용산구 백범로 329, 1층"
1471,"조작,탐색",스스로굴러가는깜짝볼-클래식,36,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
1472,"조작,탐색",액티비티볼 딸랑이,42,비키즈,총5개-딸랑이 5개,"서울특별시 용산구 백범로 329, 1층"
1473,"조작,탐색",뽀로로 오뚝이,75,아이존,본체1개,"서울특별시 용산구 백범로 329, 1층"
1474,"조작,탐색",액티비티볼 딸랑이,40,비키즈,총5개-딸랑이 5개,"서울특별시 용산구 백범로 329, 1층"
1475,신체,어라운드위고,75,브라이트스타트,본체1개,"서울특별시 용산구 백범로 329, 1층"
1476,신체,오션 디스커버리 점퍼,84,브라이트스타트,본체1개,"서울특별시 용산구 백범로 329, 1층"
1477,"조작,탐색",감각놀이 얼룩소,16,비키즈,본체1개,"서울특별시 용산구 백범로 329, 1층"
1478,신체,오션 디스커버리 점퍼,81,브라이트스타트,본체1개,"서울특별시 용산구 백범로 329, 1층"
1479,"조작,탐색",베이비빅볼,50,브랜드B,총4개,"서울특별시 용산구 백범로 329, 1층"
1480,역할놀이,요리사 세트,17,그린토이즈,"총4개-냄비, 프라이팬, 국자, 뒤집개","서울특별시 용산구 백범로 329, 1층"
1481,"조작,탐색",액티비티 무지개볼,22,비키즈,본체1개,"서울특별시 용산구 백범로 329, 1층"
1482,"조작,탐색",스스로굴러가는깜짝볼-클래식,35,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
1483,신체,오션 디스커버리 점퍼,75,브라이트스타트,본체1개,"서울특별시 용산구 백범로 329, 1층"
1484,역할놀이,요리사 세트,15,그린토이즈,"총4개-냄비, 프라이팬, 국자, 뒤집개","서울특별시 용산구 백범로 329, 1층"
1485,"조작,탐색",액티비티 무지개볼,24,비키즈,본체1개,"서울특별시 용산구 백범로 329, 1층"
1486,"조작,탐색",베이비빅볼,32,브랜드B,총4개,"서울특별시 용산구 백범로 329, 1층"
1487,"조작,탐색",뽀로로 오뚝이,73,아이존,본체1개,"서울특별시 용산구 백범로 329, 1층"
1489,"조작,탐색",오리 오뚝이,76,아이존,본체1개,"서울특별시 용산구 백범로 329, 1층"
1490,신체,엑서쏘서 트리플펀 월드 익스플로러,75,이븐플로,본체1개,"서울특별시 용산구 백범로 329, 1층"
1491,신체,엑서쏘서 트리플펀 월드 익스플로러,77,이븐플로,본체1개,"서울특별시 용산구 백범로 329, 1층"
1494,"조작,탐색",테이크얼롱 모빌 매지컬 테일즈,36,타이니러브,본체1개,"서울특별시 용산구 백범로 329, 1층"
1495,"조작,탐색",테이크얼롱 모빌 매지컬 테일즈,41,타이니러브,본체1개,"서울특별시 용산구 백범로 329, 1층"
1496,언어,리틀퓨처북 코코몽펜 3.0,53,토이트론,"총6개-본체, 코코몽펜, 플레이북, 벽그림2개, 키재기자","서울특별시 용산구 백범로 329, 1층"
1497,언어,리틀퓨처북 코코몽펜 3.0,68,토이트론,"총6개-본체, 코코몽펜, 플레이북, 벽그림2개, 키재기자","서울특별시 용산구 백범로 329, 1층"
1499,언어,리틀퓨처북 폴리펜,70,토이트론,"총6개-폴리펜, 이동가방, 소리나는책2권, 말하는포스터, 말하는캐릭터스티커","서울특별시 용산구 백범로 329, 1층"
1500,언어,콩순이 한글놀이 퓨처북,66,토이트론,"총 5개-퓨처북로봇,퓨처북펜,라이브러리,워크북,퓨처북팩","서울특별시 용산구 백범로 329, 1층"
1502,신체,슈퍼트위스트 아기딸랑이,22,플레이그로,본체1개,"서울특별시 용산구 백범로 329, 1층"
1503,신체,슈퍼트위스트 아기딸랑이,30,플레이그로,본체1개,"서울특별시 용산구 백범로 329, 1층"
1504,신체,리드미컬 딸랑이,23,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
1505,신체,리드미컬 딸랑이,29,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
1506,신체,리드미컬 딸랑이,23,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
1510,게임,텀블링몽키 보드게임,82,코리아보드게임,"야자나무, 원숭이, 주사위, 3가지 색 막대","서울특별시 용산구 백범로 329, 1층"
1511,신체,퍼피의 스마트 테이블,72,피셔프라이스,"총6개-본체, 다리4개, 핸드폰","서울특별시 용산구 백범로 329, 1층"
1512,신체,퍼피의 스마트 테이블,76,피셔프라이스,"총6개-본체, 다리4개, 핸드폰","서울특별시 용산구 백범로 329, 1층"
1514,신체,핑크퐁 상어가족 멜로디 그네,68,핑크퐁,총18개,"서울특별시 용산구 백범로 329, 1층"
1515,"조작,탐색",스마일 애벌레,41,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
1516,"조작,탐색",스마일 애벌레,59,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
1517,역할놀이,동물의왕국-공룡,59,SH라이온,"총30개-구성물28개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1518,역할놀이,동물의왕국-공룡,56,SH라이온,"총30개-구성물28개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1519,역할놀이,동물의왕국-동물,55,SH라이온,"총42개-구성물40개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1520,역할놀이,동물의왕국-동물,52,SH라이온,"총42개-구성물40개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1521,역할놀이,동물의왕국-어류,57,SH라이온,"총37개-구성물35개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1522,역할놀이,동물의왕국-어류,59,SH라이온,"총37개-구성물35개, 백과사전, 보관케이스","서울특별시 용산구 백범로 329, 1층"
1523,"조작,탐색",수 개념별컵 쌓기,34,그린토이즈,총6개-컵6개,"서울특별시 용산구 백범로 329, 1층"
1524,"조작,탐색",수 개념별컵 쌓기,30,그린토이즈,총6개-컵6개,"서울특별시 용산구 백범로 329, 1층"
1525,역할놀이,세계음식 세트 7712,34,러닝리소스,총12개,"서울특별시 용산구 백범로 329, 1층"
1526,역할놀이,세계음식 세트 7712,45,러닝리소스,총12개,"서울특별시 용산구 백범로 329, 1층"
1527,"조작,탐색",점보 확대경 2884,66,러닝리소스,"총7개-확대경6개, 보관함","서울특별시 용산구 백범로 329, 1층"
1528,"조작,탐색",점보 확대경 2884,53,러닝리소스,"총7개-확대경6개, 보관함","서울특별시 용산구 백범로 329, 1층"
1529,역할놀이,경찰놀이 가방종합세트,51,레드박스,"총8개-가방, 수갑, 열쇠, 손전등, 무전기, 호루라기, 경찰벳지, 경찰수첩","서울특별시 용산구 백범로 329, 1층"
1531,퍼즐/블록,베이비 소프트블럭,49,레드박스,총6개,"서울특별시 용산구 백범로 329, 1층"
1532,퍼즐/블록,베이비 소프트블럭,60,레드박스,총6개,"서울특별시 용산구 백범로 329, 1층"
1533,역할놀이,전기 스토브 세트,64,레드박스,총13개,"서울특별시 용산구 백범로 329, 1층"
1534,역할놀이,전기 스토브 세트,73,레드박스,총13개,"서울특별시 용산구 백범로 329, 1층"
1535,"조작,탐색",오볼 제트캐리어,55,리노토이,"총2개-제트캐리어, 미니카","서울특별시 용산구 백범로 329, 1층"
1536,"조작,탐색",오볼 제트캐리어,51,리노토이,"총2개-제트캐리어, 미니카","서울특별시 용산구 백범로 329, 1층"
1537,신체,리틀 클리어볼링,50,리틀타익스,"총7개-볼링공, 볼링핀6개","서울특별시 용산구 백범로 329, 1층"
1538,신체,리틀 클리어볼링,58,리틀타익스,"총7개-볼링공, 볼링핀6개","서울특별시 용산구 백범로 329, 1층"
1539,음률,리틀탭어튠피아노,35,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
1540,음률,리틀탭어튠피아노,31,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
1544,"조작,탐색",뽀로로 힘센 택배차,104,바니랜드,본체1개,"서울특별시 용산구 백범로 329, 1층"
1547,게임,해적 통아저씨 룰렛,71,바니랜드,"총26개-해적인형, 해적통, 해적검24개","서울특별시 용산구 백범로 329, 1층"
1548,게임,해적 통아저씨 룰렛,66,바니랜드,"총26개-해적인형, 해적통, 해적검24개","서울특별시 용산구 백범로 329, 1층"
